rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1055,1923.01,1923,114299824,114299824,1,KP,07h37m08.01s,114.283382,,,-32d45m19.51s,-32.755419,,,-6.283,0.026,0.026,0,1,0.531,0.031,0.031,0,1,2458493.595,0.00549,0.00549,0,1,4.20662,0.00152,0.00152,0,1,2.29,0.309,0.309,0,1,12200,34.5192,34.5192,0,1,11.969,0.858489,0.858489,0,1,404.654,,,,,1249,,,,,12.9264,0.006,0.006,0,1,609.838,6.0405,6.0405,0,1,6781,133.6,133.6,0,1,4.54,0.09,0.09,0,1,1.07,0.05,0.05,0,1,5/29/2020 17:45,5/29/2020 12:37
1056,1924.01,1924,371443216,371443216,1,KP,09h50m19.22s,147.580067,,,-66d06m50.13s,-66.113925,,,6.051,0.055,0.055,0,1,-15.398,0.051,0.051,0,1,2458573.595,0.00027,0.00027,0,1,2.82421,0.00006,0.00006,0,1,3.86,0.022,0.022,0,1,8309.85,0.122209,0.122209,0,1,,,,0,1,4629.23,,,,,2297,,,,,8.0552,0.006,0.006,0,1,170.696,0.933,0.933,0,1,8004.2,205.1,205.1,0,1,4.2,0.32,0.32,0,1,,,,0,1,5/29/2020 17:45,5/29/2020 12:37
1057,1925.01,1925,118956453,118956453,1,KP,09h01m39.91s,135.416303,,,-20d43m13.33s,-20.720369,,,-9.984,0.067,0.067,0,1,1.128,0.055,0.055,0,1,2458519.888,0.00063,0.00063,0,1,2.34499,0.00012,0.00012,0,1,1.908,0.106,0.106,0,1,14670,6.70728,6.70728,0,1,12.7841,0.747393,0.747393,0,1,381.246,,,,,1231,,,,,11.9397,0.006,0.006,0,1,305.603,3.6665,3.6665,0,1,5515,133.4,133.4,0,1,4.39,0.08,0.08,0,1,1.04,0.06,0.06,0,1,5/29/2020 17:45,5/29/2020 12:37
1058,1926.01,1926,143143769,143143769,1,KP,05h58m23.73s,89.598895,,,-30d48m42.48s,-30.811799,,,-16.881,0.035,0.035,0,1,-7.371,0.036,0.036,0,1,2458469.249,0.00666,0.00666,0,1,1.33656,0.00061,0.00061,0,1,0.737,0.393,0.393,0,1,1760,115.004,115.004,0,1,4.25563,1.04545,1.04545,0,1,209.675,,,,,1060,,,,,12.3686,0.006,0.006,0,1,280.555,1.8105,1.8105,0,1,5111.9,121.9,121.9,0,1,4.5,0.08,0.08,0,1,0.86,0.05,0.05,0,1,5/29/2020 17:45,5/29/2020 12:37
1059,1927.01,1927,14344979,14344979.01,1,KP,10h55m09.32s,163.788852,,,-00d44m13.44s,-0.737066,,,-28.12,0.067,0.067,0,1,24.033,0.052,0.052,0,1,2458548.629,0.00085,0.00085,0,1,4.11265,0.00032,0.00032,0,1,1.758,0.196,0.196,0,1,20940,21.0002,21.0002,0,1,13.5445,0.790752,0.790752,0,1,108.112,,,,,898,,,,,12.3353,0.007,0.007,0,1,325.377,3.932,3.932,0,1,5424.8,104.8,104.8,0,1,4.49,0.07,0.07,0,1,0.92,0.04,0.04,0,1,5/29/2020 17:45,5/29/2020 12:37
1060,1928.01,1928,207077681,207077681,1,KP,21h23m03.09s,320.762876,,,-40d02m54.38s,-40.048439,,,-3.337,0.125,0.125,0,1,-39.852,0.118,0.118,0,1,2458326.054,,,0,1,2.27864,,,0,1,1.852261,,,0,1,17220,,,0,1,17280263.02,17274442.7,17274442.7,0,1,,,,,,,,,,,12.3119,0.006,0.006,0,1,355.513,10.3715,10.3715,0,1,4879,4879.8,4879.8,0,1,4.5,2,2,0,1,1.21,1.21,1.21,0,1,5/29/2020 17:45,5/29/2020 12:37
1061,1929.01,1929,157266693,157266693,1,KP,11h46m30.8s,176.628323,,,-33d51m36.27s,-33.860076,,,-35.023,0.028,0.028,0,1,-4.597,0.022,0.022,0,1,2458574.019,0.00213,0.00213,0,1,3.85306,0.00062,0.00062,0,1,3.631,0.426,0.426,0,1,16900,10.7771,10.7771,0,1,14.2125,,,0,1,743.913,,,,,1454,,,,,13.1648,0.006,0.006,0,1,585.77,8.383,8.383,0,1,5697,122,122,0,1,4.39,,,0,1,1.06,,,0,1,5/29/2020 17:45,5/29/2020 12:37
1062,193.01,193,183985250,183985250,1,,23h54m40.52s,358.668833,,,-37d37m41.57s,-37.628214,,,247.688,0.13,0.13,0,1,-69.788,0.105,0.105,0,1,2458354.215,0.000275,0.000275,0,1,0.792072,0.000015,0.000015,0,1,0.686972,0.078023,0.078023,0,1,1584.198975,42.921795,42.921795,0,1,3.964752,1.358874,1.358874,0,1,2804.499512,,,,,1856.024048,,,,,9.098,0.018,0.018,0,1,80.26866,2.44386,2.44386,0,1,5422,185,185,0,1,4.42223,0.273742,0.273742,0,1,0.989961,0.11991,0.11991,0,1,10/22/2018 19:57,12/17/2019 10:00
1063,1930.01,1930,160578764,160578764,1,KP,14h54m38.09s,223.658719,,,-38d44m40.37s,-38.744547,,,0.723,0.072,0.072,0,1,-1.53,0.063,0.063,0,1,2458601.277,0.0016,0.0016,0,1,2.87829,0.00031,0.00031,0,1,2.241,0.24,0.24,0,1,8350,8.42649,8.42649,0,1,12.7771,0.847917,0.847917,0,1,547.69,,,,,1347,,,,,12.1014,0.006,0.006,0,1,508.885,16.1435,16.1435,0,1,6017,133,133,0,1,4.22,0.08,0.08,0,1,1.35,0.08,0.08,0,1,5/29/2020 17:45,5/29/2020 12:37
1064,1931.01,1931,162922904,162922904,1,KP,11h27m22.81s,171.845053,,,-44d05m19.33s,-44.088703,,,-8.427,0.045,0.045,0,1,-2.262,0.037,0.037,0,1,2458575.344,0.00427,0.00427,0,1,3.81721,0.00145,0.00145,0,1,4.42,0.445,0.445,0,1,3850,3.4162,3.4162,0,1,12.8225,0.779841,0.779841,0,1,1280.03,,,,,1666,,,,,12.0233,0.006,0.006,0,1,757.84,19.2795,19.2795,0,1,6090,126.9,126.9,0,1,3.88,0.08,0.08,0,1,2.03,0.1,0.1,0,1,5/29/2020 17:45,5/29/2020 12:37
1065,1932.01,1932,386259537,386259537,1,KP,08h29m32.94s,127.38723,,,-12d56m41.16s,-12.944768,,,-13.184,0.055,0.055,0,1,-3.821,0.072,0.072,0,1,2458521.886,0.00208,0.00208,0,1,5.61264,0.0011,0.0011,0,1,6.235,0.329,0.329,0,1,4685.48,2.08317,2.08317,0,1,17.202,1.22883,1.22883,0,1,1063.43,,,,,1590,,,,,11.3299,0.007,0.007,0,1,627.066,13.859,13.859,0,1,6013.5,210.8,210.8,0,1,4.17,1.75,1.75,0,1,2.28,0.16,0.16,0,1,5/29/2020 17:45,5/29/2020 12:37
1066,1933.01,1933,172598832,172598832,1,KP,06h42m17.1s,100.571247,,,-29d46m36.41s,-29.77678,,,-4.344,0.024,0.024,0,1,5.595,0.029,0.029,0,1,2458470.764,0.00442,0.00442,0,1,3.26445,0.00059,0.00059,0,1,4.89,0.312,0.312,0,1,4020,2.33979,2.33979,0,1,12.9924,0.719669,0.719669,0,1,2868.18,,,,,2038,,,,,12.941,0.007,0.007,0,1,1342.29,31.095,31.095,0,1,6561,127.4,127.4,0,1,3.93,0.09,0.09,0,1,2.08,0.1,0.1,0,1,5/29/2020 17:45,5/29/2020 12:37
1067,1934.01,1934,125739286,125739286,1,KP,14h20m29.46s,215.122762,,,-31d12m07.45s,-31.20207,,,-21.736,0.093,0.093,0,1,-0.858,0.09,0.09,0,1,2458602.703,0.00068,0.00068,0,1,4.51162,0.00026,0.00026,0,1,4.556,0.064,0.064,0,1,10754.7,0.69602,0.69602,0,1,18.3654,1.44063,1.44063,0,1,1110.78,,,,,1608,,,,,10.5288,0.006,0.006,0,1,356.391,8.0225,8.0225,0,1,6540.6,261.8,261.8,0,1,4.26,0.11,0.11,0,1,1.61,0.13,0.13,0,1,5/29/2020 17:45,5/29/2020 12:37
1068,1935.01,1935,176685457,176685457,1,KP,09h27m40.95s,141.920643,,,-19d20m51.53s,-19.347648,,,-6.078,0.057,0.057,0,1,1.723,0.063,0.063,0,1,2458518.941,0.00212,0.00212,0,1,4.43526,0.00096,0.00096,0,1,2.382,0.431,0.431,0,1,6120,153.2,153.2,0,1,12.7785,1.98918,1.98918,0,1,863.216,,,,,1510,,,,,12.2682,0.007,0.007,0,1,609.128,15.5615,15.5615,0,1,6245,124.1,124.1,0,1,4.24,0.09,0.09,0,1,1.38,0.07,0.07,0,1,5/29/2020 17:45,5/29/2020 12:37
1069,1936.01,1936,178289267,178289267,1,KP,04h03m47.59s,60.948278,,,-19d03m24.54s,-19.056818,,,-12.664,0.046,0.046,0,1,-14.115,0.04,0.04,0,1,2458413.163,0.00048,0.00048,0,1,2.35069,0.00008,0.00008,0,1,2.449,0.044,0.044,0,1,15520,2.20853,2.20853,0,1,12.1603,0.646292,0.646292,0,1,615.565,,,,,1387,,,,,11.7076,0.007,0.007,0,1,279.485,3.084,3.084,0,1,5593,124.5,124.5,0,1,4.46,0.08,0.08,0,1,0.97,0.05,0.05,0,1,5/29/2020 17:45,5/29/2020 12:37
1070,1937.01,1937,268301217,268301217,1,,07h45m28.97s,116.370721,,,-52d22m59.73s,-52.383259,,,-5.675,0.041,0.041,0,1,11.296,0.031,0.031,0,1,2458492.341,0.0007,0.0007,0,1,0.94667,0.00001,0.00001,0,1,1.268,0.115,0.115,0,1,13790,140.246,140.246,0,1,15.5226,1.60385,1.60385,0,1,2420.39,,,,,1954,,,,,12.4933,0.006,0.006,0,1,415.135,2.909,2.909,0,1,5707,135.9,135.9,0,1,4.39,0.08,0.08,0,1,1.07,0.05,0.05,0,1,6/2/2020 17:11,6/18/2020 12:00
1071,1938.01,1938,128449971,128449971,1,,14h37m33.45s,219.389377,,,-42d01m45.84s,-42.0294,,,-12.741,0.335,0.335,0,1,-18.953,0.245,0.245,0,1,2458609.128,0.00141,0.00141,0,1,12.68807,0.00147,0.00147,0,1,0.162,0.003,0.003,0,1,3660,362.112,362.112,0,1,15.504,2.61543,2.61543,0,1,0.182995,,,,,182,,,,,10.7347,0.006,0.006,0,1,245.295,14.687,14.687,0,1,6200.5,265.9,265.9,0,1,4.33,2,2,0,1,1.11,0.09,0.09,0,1,6/17/2020 17:40,6/18/2020 12:00
1072,1939.01,1939,325172035,325172035,1,,11h49m58.76s,177.494824,,,-63d56m56.66s,-63.949071,,,-9.897,0.067,0.067,0,1,1.268,0.057,0.057,0,1,2458572.813,0.00124,0.00124,0,1,2.89671,0.00013,0.00013,0,1,3.785,0.162,0.162,0,1,3550,9.35211,9.35211,0,1,,,,0,1,,,,,,,,,,,8.2376,0.6,0.6,0,1,3847.17,621.77,621.77,0,1,8862,240,240,0,1,4.1,1.44,1.44,0,1,,,,0,1,6/17/2020 17:40,6/18/2020 12:00
1073,194.01,194,211438925,211438925,1,KP,00h20m38.53s,5.160562,,,-23d56m08.84s,-23.935789,,,-1.4,1.9,1.9,0,1,-18.3,1.9,1.9,0,1,2458356.566,0.000383,0.000383,0,1,4.899379,0.00013,0.00013,0,1,3.342154,0.027737,0.027737,0,1,10351.8252,83.836983,83.836983,0,1,15.126432,0.098251,0.098251,0,1,597.804626,,,,,1261.12915,,,,,10.248,0.006,0.006,0,1,211.877,,,0,1,5940,,,0,1,4.23158,,,0,1,1.39,,,0,1,10/22/2018 19:57,3/4/2020 13:49
1074,1940.01,1940,7413227,7413227.01,1,,14h10m35.48s,212.647819,,,-27d59m35.06s,-27.993072,,,5.07,0.125,0.125,0,1,-2.616,0.172,0.172,0,1,2458601.233,0.00132,0.00132,0,1,3.41616,0.00035,0.00035,0,1,1.513,0.357,0.357,0,1,2490,10.6878,10.6878,0,1,12.2721,1.0027,1.0027,0,1,556.896,,,,,1353,,,,,9.46381,0.006,0.006,0,1,264.051,5.301,5.301,0,1,5986,105.7,105.7,0,1,3.66,0.37,0.37,0,1,2.19,0.11,0.11,0,1,6/17/2020 17:40,6/18/2020 12:00
1075,1941.01,1941,167009792,167009792,1,,06h20m24.49s,95.102051,,,-66d24m01.68s,-66.400466,,,34.203,0.047,0.047,0,1,53.698,0.047,0.047,0,1,2458326.506,0.00507,0.00507,0,1,1.13311,0.00004,0.00004,0,1,1.39,0.634,0.634,0,1,100,1.2434,1.2434,0,1,2.39217,0.28122,0.28122,0,1,4851.98,,,,,2325,,,,,8.5122,0.006,0.006,0,1,153.896,0.6075,0.6075,0,1,5883.8,133.8,133.8,0,1,3.77,0.3,0.3,0,1,2.1,0.1,0.1,0,1,6/17/2020 17:40,6/18/2020 12:00
1076,1942.01,1942,308919449,308919449,1,,08h10m28.35s,122.61813,,,-65d51m08.56s,-65.852379,,,-8.549,0.045,0.045,0,1,-7.848,0.046,0.046,0,1,2458325.844,0.00631,0.00631,0,1,1.65635,0.00006,0.00006,0,1,1.947,0.341,0.341,0,1,160,0.412245,0.412245,0,1,1.28693,0.093454,0.093454,0,1,1345.8,,,,,1687,,,,,9.8146,0.006,0.006,0,1,130.335,0.3975,0.3975,0,1,5614.1,76.6,76.6,0,1,4.34,0.29,0.29,0,1,1.02,0.05,0.05,0,1,6/17/2020 17:40,6/18/2020 12:00
1077,1943.01,1943,382980571,382980571,1,,12h14m48.99s,183.704117,,,-63d05m12.18s,-63.086718,,,-91.335,0.044,0.044,0,1,-24.515,0.044,0.044,0,1,2458600.06,0.00517,0.00517,0,1,1.74183,0.00062,0.00062,0,1,1.502,0.353,0.353,0,1,810,4.86379,4.86379,0,1,2.77816,0.268091,0.268091,0,1,717.083,,,,,1441,,,,,10.1598,0.006,0.006,0,1,129.892,0.552,0.552,0,1,5309.7,81.2,81.2,0,1,,,,0,1,0.95,0.05,0.05,0,1,6/17/2020 17:40,6/18/2020 12:00
1078,1944.01,1944,461080504,461080504,1,,10h38m19.21s,159.580056,,,-61d17m23.23s,-61.289786,,,-20.972,0.051,0.051,0,1,7.572,0.048,0.048,0,1,2458571.831,0.00317,0.00317,0,1,6.09858,0.00068,0.00068,0,1,4.841,0.476,0.476,0,1,9760,111.165,111.165,0,1,21.0531,2.25942,2.25942,0,1,3123.1,,,,,2082,,,,,10.9572,0.006,0.006,0,1,525.922,9.3505,9.3505,0,1,7023.2,108.8,108.8,0,1,4.11,1.46,1.46,0,1,1.82,0.07,0.07,0,1,6/17/2020 17:40,6/18/2020 12:00
1079,1945.01,1945,357536526,357536526,1,,09h10m39.09s,137.66287,,,-64d28m17.5s,-64.471528,,,-14.832,0.047,0.047,0,1,-21.967,0.041,0.041,0,1,2458545.661,0.00496,0.00496,0,1,1.57363,0.00018,0.00018,0,1,2.558,0.151,0.151,0,1,710,182.72,182.72,0,1,7.59717,2.4985,2.4985,0,1,18801.9,,,,,3262,,,,,10.6707,0.006,0.006,0,1,279.155,1.8855,1.8855,0,1,5342.5,239.4,239.4,0,1,4.01,0.34,0.34,0,1,1.66,0.09,0.09,0,1,6/17/2020 17:40,6/18/2020 12:00
1080,1946.01,1946,127315102,127315102,1,,14h29m07.11s,217.279625,,,-43d21m43.12s,-43.361979,,,-33.265,0.124,0.124,0,1,-18.453,0.171,0.171,0,1,2458601.328,0.00217,0.00217,0,1,10.84549,0.00134,0.00134,0,1,3.616,0.223,0.223,0,1,3170,1067.13,1067.13,0,1,30.4498,9.32282,9.32282,0,1,1041.23,,,,,1582,,,,,8.4672,0.006,0.006,0,1,230.033,6.726,6.726,0,1,6670.3,270.7,270.7,0,1,4.29,0.62,0.62,0,1,2.56,0.13,0.13,0,1,6/17/2020 17:40,6/18/2020 12:00
1081,1947.01,1947,460140752,460140752,1,,10h26m57.23s,156.738469,,,-60d39m54.81s,-60.665225,,,2.8,3.6,3.6,0,1,8.5,3.4,3.4,0,1,2458577.863,0.00187,0.00187,0,1,12.00654,0.0009,0.0009,0,1,3.055,0.249,0.249,0,1,2110,313.788,313.788,0,1,,,,0,1,158.34,,,,,988,,,,,8.9301,0.006,0.006,0,1,,,,0,1,4990.7,253.6,253.6,0,1,,,,0,1,,,,0,1,6/17/2020 17:40,6/18/2020 12:00
1082,1948.01,1948,31268146,31268146.01,1,,05h52m17.12s,88.071315,,,-70d55m13.11s,-70.920308,,,-11.765,0.103,0.103,0,1,-40.92,0.1,0.1,0,1,2458328.331,0.02697,0.02697,0,1,3.64731,0.00062,0.00062,0,1,5.013,0.633,0.633,0,1,200,0.537028,0.537028,0,1,2.08067,0.158227,0.158227,0,1,1911.26,,,,,1842,,,,,10.1302,0.006,0.006,0,1,219.482,3.382,3.382,0,1,5928,161.5,161.5,0,1,4.24,0.12,0.12,0,1,1.48,0.07,0.07,0,1,6/17/2020 17:40,6/18/2020 12:00
1083,1949.01,1949,334125713,334125713,1,,12h11m05.31s,182.772117,,,-52d40m19.91s,-52.672196,,,-13.264,0.041,0.041,0,1,-12.522,0.037,0.037,0,1,2458574.038,0.00397,0.00397,0,1,4.62109,0.00066,0.00066,0,1,4.203,0.758,0.758,0,1,12220,27.5439,27.5439,0,1,17.054,1.0843,1.0843,0,1,1846.27,,,,,1826,,,,,9.4306,0.006,0.006,0,1,200.156,1.246,1.246,0,1,6531.7,121.1,121.1,0,1,4.29,0.39,0.39,0,1,1.45,0.06,0.06,0,1,6/17/2020 17:40,6/18/2020 12:00
1084,195.01,195,230982885,230982885,1,KP,01h38m25.23s,24.605139,,,-55d46m19.2s,-55.772001,,,96.163,0.039,0.039,0,1,20.946,0.035,0.035,0,1,2458355.49,0.000138,0.000138,0,1,2.072761,0.00002,0.00002,0,1,2.588325,0.012332,0.012332,0,1,13510.21582,47.685387,47.685387,0,1,12.482019,0.057433,0.057433,0,1,931.564331,,,,,1409.038818,,,,,9.9696,0.006,0.006,0,1,151.068,0.509,0.509,0,1,5640,,,0,1,4.43703,,,0,1,1.06,,,0,1,10/22/2018 19:57,3/4/2020 13:49
1085,1950.01,1950,327663613,327663613,1,,12h39m14.42s,189.810101,,,-69d32m31.25s,-69.542013,,,-13.675,0.059,0.059,0,1,-2.364,0.066,0.066,0,1,2458599.57,0.00531,0.00531,0,1,1.41144,0.00052,0.00052,0,1,2.509,0.51,0.51,0,1,414.379,1.30711,1.30711,0,1,,,,0,1,20094.8,,,,,3316,,,,,8.4215,0.006,0.006,0,1,362.573,5.743,5.743,0,1,9208,149.4,149.4,0,1,3.85,0.49,0.49,0,1,,,,0,1,6/17/2020 17:40,6/18/2020 12:00
1086,1951.01,1951,356590734,356590734,1,,11h28m37.49s,172.156226,,,-78d48m05.71s,-78.801587,,,-48.632,0.044,0.044,0,1,11.613,0.038,0.038,0,1,2458599.038,0.00047,0.00047,0,1,4.82908,0.00016,0.00016,0,1,2.455,0.2,0.2,0,1,8960,2.23972,2.23972,0,1,19.6891,0.926247,0.926247,0,1,560.75,,,,,1355,,,,,9.8722,0.006,0.006,0,1,278.462,1.971,1.971,0,1,5877.5,123.4,123.4,0,1,4.18,0.39,0.39,0,1,1.96,0.09,0.09,0,1,6/17/2020 17:40,6/18/2020 12:00
1087,1952.01,1952,394509844,394509844,1,,10h19m59.09s,154.996219,,,-79d48m09.37s,-79.802603,,,-29.071,0.044,0.044,0,1,-12.333,0.035,0.035,0,1,2458599.314,0.00105,0.00105,0,1,6.89132,0.00069,0.00069,0,1,5.369,0.587,0.587,0,1,5940,1.94454,1.94454,0,1,11.3151,0.581361,0.581361,0,1,673.704,,,,,1419,,,,,10.5,0.006,0.006,0,1,241.981,1.3165,1.3165,0,1,5488,84.4,84.4,0,1,4.14,0.36,0.36,0,1,1.41,0.07,0.07,0,1,6/17/2020 17:40,6/18/2020 12:00
1088,1953.01,1953,242536549,242536549,1,,14h20m34.94s,215.145569,,,-41d58m59.94s,-41.983318,,,-6.986,0.092,0.092,0,1,-3.886,0.074,0.074,0,1,2458600.301,0.00002,0.00002,0,1,0.69234,,,0,1,0.582,0.003,0.003,0,1,860,0.079591,0.079591,0,1,50.1209,2.18728,2.18728,0,1,633.948,,,,,1397,,,,,9.5187,0.006,0.006,0,1,253.478,3.3285,3.3285,0,1,6422.1,205.8,205.8,0,1,3.86,0.57,0.57,0,1,1.85,0.08,0.08,0,1,6/17/2020 17:40,6/18/2020 12:00
1089,1954.01,1954,466113537,466113537,1,,11h00m07.99s,165.033297,,,-59d58m42.27s,-59.978409,,,-22.482,0.045,0.045,0,1,1.368,0.044,0.044,0,1,2458572.598,0.00879,0.00879,0,1,4.90427,0.0016,0.0016,0,1,5.259,0.832,0.832,0,1,1600,5.1462,5.1462,0,1,7.86596,0.594258,0.594258,0,1,2027.06,,,,,1869,,,,,8.9718,0.006,0.006,0,1,232.276,1.5305,1.5305,0,1,7119.5,299,299,0,1,4.14,0.36,0.36,0,1,1.98,0.08,0.08,0,1,6/17/2020 17:40,6/18/2020 12:00
1090,1955.01,1955,166184426,166184426,1,,13h44m25.22s,206.105083,,,-40d20m11.05s,-40.336403,,,150.065,0.12,0.12,0,1,71.874,0.143,0.143,0,1,2458600.451,0.00249,0.00249,0,1,16.3152,0.00125,0.00125,0,1,1.992,0.345,0.345,0,1,2500,321.08,321.08,0,1,2.23088,0.616582,0.616582,0,1,26.312,,,,,630,,,,,11.1825,0.007,0.007,0,1,22.4731,0.04095,0.04095,0,1,3625,65,65,0,1,4.81,0.36,0.36,0,1,0.31,0.01,0.01,0,1,6/17/2020 17:40,6/18/2020 12:00
1091,1956.01,1956,334911765,334911765,1,,14h15m54.82s,213.978422,,,-62d54m23.91s,-62.906643,,,-59.783,0.035,0.035,0,1,-3.942,0.058,0.058,0,1,2458600.597,0.0048,0.0048,0,1,0.88958,0.00029,0.00029,0,1,1.844,0.276,0.276,0,1,1240,3.24587,3.24587,0,1,3.8492,0.281552,0.281552,0,1,4433.23,,,,,2273,,,,,10.4877,0.006,0.006,0,1,191.877,1.394,1.394,0,1,5586.2,77.6,77.6,0,1,4.21,0.33,0.33,0,1,1.11,0.05,0.05,0,1,6/17/2020 17:40,6/18/2020 12:00
1092,1957.01,1957,302659412,302659412,1,,08h59m51.93s,134.966386,,,-67d57m20.15s,-67.955597,,,-19.821,0.043,0.043,0,1,-15.188,0.037,0.037,0,1,2458544.994,0.0077,0.0077,0,1,14.51436,0.00197,0.00197,0,1,2.184,0.386,0.386,0,1,480,1.91102,1.91102,0,1,4.09711,0.335508,0.335508,0,1,22.2347,,,,,604,,,,,9.4845,0.006,0.006,0,1,206.826,1.003,1.003,0,1,5844.8,50.4,50.4,0,1,4.13,0.36,0.36,0,1,1.79,0.09,0.09,0,1,6/17/2020 17:40,6/18/2020 12:00
1093,1958.01,1958,356747847,356747847,1,,11h41m20.55s,175.33562,,,-78d09m46.83s,-78.163008,,,-19.045,0.039,0.039,0,1,2.744,0.033,0.033,0,1,2458604.082,0.00493,0.00493,0,1,7.32189,0.00327,0.00327,0,1,1.414,0.504,0.504,0,1,1420,15.1535,15.1535,0,1,21.23,,,0,1,26.2036,,,,,630,,,,,9.9055,0.006,0.006,0,1,496.731,5.8525,5.8525,0,1,4851.6,190.4,190.4,0,1,,,,0,1,5.42,,,0,1,6/17/2020 17:40,6/18/2020 12:00
1094,1959.01,1959,400323948,400323948,1,,11h04m20.63s,166.085979,,,-67d59m30.6s,-67.991833,,,7.241,0.04,0.04,0,1,14.358,0.039,0.039,0,1,2458571.841,0.00755,0.00755,0,1,3.22206,0.00076,0.00076,0,1,3.682,0.405,0.405,0,1,1160,1.88319,1.88319,0,1,8.78703,,,0,1,541.141,,,,,1343,,,,,11.0897,0.006,0.006,0,1,407.801,3.7995,3.7995,0,1,4866.2,129.7,129.7,0,1,,,,0,1,2.62,,,0,1,6/17/2020 17:40,6/18/2020 12:00
1095,196.01,196,234519192,234519192,1,,00h58m12.41s,14.551689,,,-64d45m41.55s,-64.761541,,,-0.261,0.051,0.051,0,1,15.617,0.045,0.045,0,1,2458354.307,0.001705,0.001705,0,1,1.163088,0.000126,0.000126,0,1,1.805261,0.100137,0.100137,0,1,595.248779,31.477335,31.477335,0,1,17.734995,16.675673,16.675673,0,1,49014.44922,,,,,3794.903809,,,,,8.0674,0.006,0.006,0,1,292.32,2.5715,2.5715,0,1,6495,198,198,0,1,3.32048,0.371256,0.371256,0,1,4.17589,0.646514,0.646514,0,1,10/22/2018 19:57,12/17/2019 10:00
1096,1960.01,1960,318828309,318828309,1,,11h33m15.4s,173.314149,,,-60d04m33.58s,-60.075995,,,-7.938,0.055,0.055,0,1,4.624,0.046,0.046,0,1,2458571.499,0.01342,0.01342,0,1,5.34181,0.00214,0.00214,0,1,4.514,0.917,0.917,0,1,460,1.85978,1.85978,0,1,6.49591,0.558923,0.558923,0,1,1280.29,,,,,1666,,,,,9.1962,0.006,0.006,0,1,400.718,5.3345,5.3345,0,1,6466.2,149.8,149.8,0,1,3.7,0.48,0.48,0,1,3.28,0.13,0.13,0,1,6/17/2020 17:40,6/18/2020 12:00
1097,1961.01,1961,179319057,179319057,1,,14h06m22.42s,211.593423,,,-40d31m26.07s,-40.523909,,,-10.13,1.9,1.9,0,1,-7.316,1.216,1.216,0,1,2458601.47,0.00443,0.00443,0,1,6.70036,0.00231,0.00231,0,1,2.482,0.834,0.834,0,1,1250,6.27812,6.27812,0,1,5.93448,,,0,1,469.404,,,,,,,,,,10.0032,0.006,0.006,0,1,240.34,,,0,1,6231.8,183.8,183.8,0,1,4.21,1.97,1.97,0,1,1.52,,,0,1,6/17/2020 17:40,6/18/2020 12:00
1098,1962.01,1962,141663464,141663464,1,,15h14m30.99s,228.629109,,,-43d23m13.51s,-43.387085,,,-6.688,0.114,0.114,0,1,-15.529,0.086,0.086,0,1,2458601.344,0.00078,0.00078,0,1,1.76447,0.00012,0.00012,0,1,2.749,0.331,0.331,0,1,2640,0.633562,0.633562,0,1,27.921,,,0,1,17578.1,,,,,3207,,,,,7.185,0.006,0.006,0,1,326.628,5.9945,5.9945,0,1,8049,395.5,395.5,0,1,3.3,0.5,0.5,0,1,5.08,,,0,1,6/17/2020 17:40,6/18/2020 12:00
1099,1963.01,1963,190271688,190271688,1,,14h45m22.44s,221.343502,,,-54d45m40.13s,-54.761146,,,-15.989,0.251,0.251,0,1,-1.662,0.214,0.214,0,1,2458607.246,0.00028,0.00028,0,1,12.63309,0.0001,0.0001,0,1,4.126,0.175,0.175,0,1,23830,7.24714,7.24714,0,1,18.4214,1.02459,1.02459,0,1,70.779,,,,,808,,,,,10.163,0.006,0.006,0,1,158.09,2.4435,2.4435,0,1,5394.6,115.6,115.6,0,1,3.77,0.4,0.4,0,1,1.19,0.06,0.06,0,1,6/17/2020 17:40,6/18/2020 12:00
