rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1488,469.01,469,33692729,33692729.01,1,,06h12m13.88s,93.057845,,,-14d38m57.54s,-14.649317,,,-79.262,0.077,0.077,0,1,162.701,0.077,0.077,0,1,2458474.567,0.001922,0.001922,0,1,13.632935,0.00264,0.00264,0,1,4.422229,0.176513,0.176513,0,1,1207.715332,56.476704,56.476704,0,1,3.685246,0.458452,0.458452,0,1,89.07151,,,,,783.527893,,,,,8.7615,0.006,0.006,0,1,68.192,0.17675,0.17675,0,1,6114,194,194,0,1,4.5101,0.263951,0.263951,0,1,0.988478,0.110174,0.110174,0,1,2/22/2019 14:51,12/17/2019 10:00
1489,470.01,470,37770169,37770169.01,1,,06h16m02.38s,94.009904,,,-25d01m53.08s,-25.031411,,,52.515,0.028,0.028,0,1,-67.02,0.039,0.039,0,1,2458474.492,0.002071,0.002071,0,1,12.194398,0.002908,0.002908,0,1,3.137287,0.334608,0.334608,0,1,2609.354492,144.830185,144.830185,0,1,4.255776,1.148177,1.148177,0,1,51.624344,,,,,683.649292,,,,,10.6995,0.006,0.006,0,1,130.46,0.3995,0.3995,0,1,5418,185,185,0,1,4.57259,0.29621,0.29621,0,1,0.83213,0.112169,0.112169,0,1,2/22/2019 14:51,12/17/2019 10:00
1490,471.01,471,47911178,47911178.01,1,KP,06h33m24.26s,98.351102,,,-23d29m09.91s,-23.486086,,,-2.569,0.027,0.027,0,1,24.992,0.043,0.043,0,1,2458470.304,0.000269,0.000269,0,1,3.585617,0.000084,0.000084,0,1,2.720185,0.02,0.02,0,1,12321.0459,75.382759,75.382759,0,1,15.523709,0.073182,0.073182,0,1,977.475708,,,,,1426.087769,,,,,9.79059,0.006,0.006,0,1,201.224,1.1455,1.1455,0,1,6400,,,0,1,4.34435,,,0,1,1.29,,,0,1,2/22/2019 14:51,12/17/2019 10:00
1491,472.01,472,52280468,52280468.01,1,FP,06h39m28.09s,99.86703,,,-33d32m24.8s,-33.540223,,,45.069,3.739,3.739,0,1,18.418,3.739,3.739,0,1,2458468.725,0.000065,0.000065,0,1,0.56826,0.000003,0.000003,0,1,1.093578,0.005602,0.005602,0,1,82635.60156,403.073547,403.073547,0,1,41.564594,7.770934,7.770934,0,1,584.535461,,,,,1254.072021,,,,,12.3123,0.007,0.007,0,1,,,,0,1,3294,,,0,1,4.438,,,0,1,1,,,0,1,2/22/2019 14:51,2/4/2020 12:00
1492,473.01,473,52640302,52640302.01,1,KP,06h44m27.58s,101.114922,,,-32d51m30.2s,-32.858388,,,-19.389,0.034,0.034,0,1,-1.123,0.04,0.04,0,1,2458469.59,0.000669,0.000669,0,1,1.573285,0.000088,0.000088,0,1,2.440019,0.050125,0.050125,0,1,17145.07031,284.499481,284.499481,0,1,14.27412,0.253362,0.253362,0,1,1219.422729,,,,,1507.156372,,,,,12.0506,0.007,0.007,0,1,369.926,3.0025,3.0025,0,1,5400,,,0,1,4.38782,,,0,1,1.06,,,0,1,2/22/2019 14:51,12/17/2019 10:00
1493,474.01,474,59843967,59843967.01,1,KP,06h16m26.9s,94.112091,,,-22d32m48.78s,-22.546882,,,0.266,0.015,0.015,0,1,2.484,0.026,0.026,0,1,2458468.521,0.000797,0.000797,0,1,2.516825,0.000167,0.000167,0,1,2.534952,0.066669,0.066669,0,1,17324.82617,307.008362,307.008362,0,1,12.260274,0.315132,0.315132,0,1,502.800812,,,,,1207.726929,,,,,12.7632,0.007,0.007,0,1,416.459,2.7085,2.7085,0,1,5403,,,0,1,4.50146,,,0,1,0.93,,,0,1,2/22/2019 14:51,12/17/2019 10:00
1494,475.01,475,100608026,100608026,1,,05h46m59.6s,86.748329,,,-32d31m57.15s,-32.532543,,,61.463,0.034,0.034,0,1,127.149,0.036,0.036,0,1,2458442.492,0.003881,0.003881,0,1,8.259618,0.001151,0.001151,0,1,2.557065,0.301334,0.301334,0,1,1514.240234,132.647903,132.647903,0,1,2.962175,0.433395,0.433395,0,1,23.617933,,,,,562.250977,,,,,10.8835,0.006,0.006,0,1,58.7502,0.0718,0.0718,0,1,4105,171,171,0,1,4.60015,0.224825,0.224825,0,1,0.665406,0.063972,0.063972,0,1,2/22/2019 14:51,12/17/2019 10:00
1495,476.01,476,156987351,156987351,1,,06h38m19.54s,99.581416,,,-47d36m49.92s,-47.613867,,,-0.399,0.06,0.06,0,1,-1.49,0.062,0.062,0,1,2458469.874,0.001779,0.001779,0,1,3.062959,0.000493,0.000493,0,1,3.926219,0.061298,0.061298,0,1,6560.316895,333.775818,333.775818,0,1,16.945509,2.542714,2.542714,0,1,4691.36377,,,,,2110.787598,,,,,8.8742,0.006,0.006,0,1,244.897,1.922,1.922,0,1,7691,215,215,0,1,4.11671,0.365191,0.365191,0,1,1.94596,0.287747,0.287747,0,1,2/22/2019 14:51,12/17/2019 10:00
1496,477.01,477,170102285,170102285,1,KP,06h44m30.6s,101.127503,,,-42d45m44.03s,-42.76223,,,-9.014,0.042,0.042,0,1,-87.771,0.048,0.048,0,1,2458470.661,0.000354,0.000354,0,1,2.944405,0.000099,0.000099,0,1,2.45336,0.028374,0.028374,0,1,21404.51367,183.15036,183.15036,0,1,11.440339,0.11837,0.11837,0,1,272.381439,,,,,1036.129761,,,,,11.7583,0.006,0.006,0,1,207.49,1.0265,1.0265,0,1,5150,,,0,1,4.55754,,,0,1,0.77,,,0,1,2/22/2019 14:51,12/17/2019 10:00
1497,478.01,478,172464366,172464366,1,FP,06h40m38.13s,100.158863,,,-27d34m16.54s,-27.571261,,,12.581,0.05,0.05,0,1,33.688,0.073,0.073,0,1,2458470.046,0.000448,0.000448,0,1,2.921685,0.000125,0.000125,0,1,3.17791,0.030233,0.030233,0,1,17562.44531,227.469025,227.469025,0,1,19.091127,3.182325,3.182325,0,1,1458.399658,,,,,1576.11853,,,,,11.0913,0.006,0.006,0,1,344.517,4.1875,4.1875,0,1,6332,196,196,0,1,4.26074,0.377655,0.377655,0,1,1.37266,0.22851,0.22851,0,1,2/22/2019 14:51,12/17/2019 10:00
1498,479.01,479,306362738,306362738,1,KP,06h04m21.53s,91.089719,,,-16d57m55.4s,-16.96539,,,54.769,0.05,0.05,0,1,-19.061,0.056,0.056,0,1,2458470.82,0.000351,0.000351,0,1,2.781764,0.000096,0.000096,0,1,2.140641,0.02533,0.02533,0,1,13196.87988,123.628304,123.628304,0,1,12.284557,0.101323,0.101323,0,1,587.562195,,,,,1255.692261,,,,,10.8164,0.006,0.006,0,1,194.553,1.196,1.196,0,1,5600,,,0,1,4.4291,,,0,1,0.98,,,0,1,2/22/2019 14:51,12/17/2019 10:00
1499,480.01,480,317548889,317548889,1,,05h53m30.83s,88.378462,,,-16d15m55.43s,-16.265397,,,-43.419,0.077,0.077,0,1,-90.042,0.084,0.084,0,1,2458469.566,0.002004,0.002004,0,1,6.866196,0.001569,0.001569,0,1,3.556117,0.461265,0.461265,0,1,345.232056,25.932364,25.932364,0,1,3.083112,1.799577,1.799577,0,1,368.832611,,,,,1117.704712,,,,,6.7799,0.006,0.006,0,1,54.5306,0.12465,0.12465,0,1,6212.629883,49.005699,49.005699,0,1,4.438,,,0,1,1.62576,0.147934,0.147934,0,1,2/22/2019 14:51,12/17/2019 10:00
1500,481.01,481,339672028,339672028,1,,07h22m03.04s,110.512686,,,-57d23m05.99s,-57.384998,,,25.676,0.061,0.061,0,1,-25.387,0.077,0.077,0,1,2458470.317,0.000823,0.000823,0,1,10.331108,0.000038,0.000038,0,1,5.68858,0.078783,0.078783,0,1,4511.404297,67.776619,67.776619,0,1,11.796321,1.596338,1.596338,0,1,333.962128,,,,,1090.295044,,,,,9.3935,0.006,0.006,0,1,179.366,1.0125,1.0125,0,1,5760,189,189,0,1,3.97699,0.288134,0.288134,0,1,1.72714,0.226253,0.226253,0,1,2/22/2019 14:51,12/17/2019 10:00
1501,482.01,482,365639282,365639282,1,FP,05h25m35.76s,81.399006,,,+08d26m25.8s,8.440499,,,90.8,2,2,0,1,-86.37,2,2,0,1,2458472.413,0.004222,0.004222,0,1,10.8717,0.00594,0.00594,0,1,2.943958,0.429073,0.429073,0,1,14603.37207,1752.640625,1752.640625,0,1,9.098964,23.361732,23.361732,0,1,4.58694,,,,,373.25061,,,,,13.084,0.007,0.007,0,1,173.8201,,,0,1,3692,65,65,0,1,4.78092,0.353337,0.353337,0,1,0.488,0.074,0.074,0,1,2/22/2019 14:51,12/17/2019 10:00
1502,483.01,483,393414358,393414358,1,KP,06h17m20.73s,94.336356,,,-38d19m24.18s,-38.323383,,,-17.558,0.039,0.039,0,1,-27.297,0.043,0.043,0,1,2458469.697,0.000664,0.000664,0,1,4.378015,0.000271,0.000271,0,1,5.415178,0.058142,0.058142,0,1,7120.322754,63.151173,63.151173,0,1,15.908963,0.229485,0.229485,0,1,921.885254,,,,,1405.364502,,,,,10.439,0.006,0.006,0,1,290.684,2.021,2.021,0,1,5570,,,0,1,4.01069,,,0,1,1.88,,,0,1,2/22/2019 14:51,12/17/2019 10:00
1503,484.01,484,427348923,427348923,1,,05h34m07.65s,83.531883,,,-00d12m27.94s,-0.207762,,,-25.016,0.076,0.076,0,1,20.026,0.061,0.061,0,1,2458468.427,0.004125,0.004125,0,1,4.730624,0.001619,0.001619,0,1,4.319769,0.485811,0.485811,0,1,2136.20459,160.966431,160.966431,0,1,3.153407,1.244616,1.244616,0,1,72.209457,,,,,743.478271,,,,,11.6888,0.006,0.006,0,1,149.953,0.952,0.952,0,1,4425,90,90,0,1,4.57,0.13,0.13,0,1,0.693875,0.110429,0.110429,0,1,2/22/2019 14:51,12/17/2019 10:00
1504,485.01,485,427352241,427352241,1,FP,05h34m29.52s,83.622986,,,-04d24m54.16s,-4.415044,,,-13.311,0.082,0.082,0,1,-30.295,0.071,0.071,0,1,2458468.825,0.002161,0.002161,0,1,1.264563,0.00023,0.00023,0,1,2.263794,0.16145,0.16145,0,1,1627.937744,106.862656,106.862656,0,1,8.411166,12.036409,12.036409,0,1,1027.02002,,,,,1577,,,,,9.9955,0.031,0.031,0,1,282.205,3.579,3.579,0,1,6084,193,193,0,1,4.28965,2.00468,2.00468,0,1,1.26709,1.26709,1.26709,0,1,2/22/2019 14:51,12/17/2019 10:00
1505,486.01,486,260708537,260708537,1,,06h33m49.17s,98.454881,,,-58d31m30.12s,-58.525032,,,-404.351,0.069,0.069,0,1,795.85,0.068,0.068,0,1,2458326.985,0.003758,0.003758,0,1,1.744738,0.000016,0.000016,0,1,1.336674,0.279264,0.279264,0,1,158.200333,90.730186,90.730186,0,1,0.627402,0.97908,0.97908,0,1,47.05999,,,,,668.009583,,,,,9.36854,0.007,0.007,0,1,15.2142,0.00715,0.00715,0,1,3445,87,87,0,1,4.85243,0.061474,0.061474,0,1,0.427,0.013,0.013,0,1,12/4/2018 21:48,2/14/2020 12:00
1506,487.01,487,31852980,31852980.01,1,,03h30m09.73s,52.540522,,,-70d23m58.53s,-70.399591,,,61.33,2,2,0,1,32.49,2,2,0,1,2458330.911,0.005604,0.005604,0,1,24.332541,0.001873,0.001873,0,1,5.756567,0.43611,0.43611,0,1,555.016296,52.902546,52.902546,0,1,2.727569,2.738268,2.738268,0,1,30.708181,,,,,600.389771,,,,,9.821,0.02,0.02,0,1,125.984,,,0,1,5450,185,185,0,1,4.40968,2.00408,2.00408,0,1,1.0083,1.0083,1.0083,0,1,10/22/2018 18:34,12/17/2019 10:00
1507,487.02,487,31852980,31852980.02,2,,03h30m09.73s,52.540522,,,-70d23m58.53s,-70.399591,,,61.33,2,2,0,1,32.49,2,2,0,1,2458327.136,0.002867,0.002867,0,1,7.413857,0.000288,0.000288,0,1,3.788912,0.406463,0.406463,0,1,455.939819,39.38549,39.38549,0,1,2.206745,2.41455,2.41455,0,1,165.141998,,,,,998,,,,,9.821,0.02,0.02,0,1,125.984,,,0,1,5450,185,185,0,1,4.40968,2.00408,2.00408,0,1,1.0083,1.0083,1.0083,0,1,10/22/2018 18:34,12/17/2019 10:00
1508,488.01,488,452866790,452866790,1,,08h02m22.47s,120.593607,,,+03d20m13.79s,3.337163,,,-403.168,0.086,0.086,0,1,-381.015,0.048,0.048,0,1,2458492.202,0.002097,0.002097,0,1,1.198126,0.000192,0.000192,0,1,1.059702,0.517039,0.517039,0,1,1050.98938,125.173759,125.173759,0,1,1.161745,1.297553,1.297553,0,1,53.723129,,,,,690.494263,,,,,11.1972,0.007,0.007,0,1,27.3644,0.0376,0.0376,0,1,3332,63,63,0,1,4.91528,0.142281,0.142281,0,1,0.347,0.021,0.021,0,1,3/8/2019 14:44,12/19/2019 12:00
1509,489.01,489,455096220,455096220,1,KP,08h13m00.17s,123.250703,,,+04d47m13.3s,4.787029,,,-9.57,0.081,0.081,0,1,-7.348,0.052,0.052,0,1,2458492.341,0.000899,0.000899,0,1,3.646774,0.000246,0.000246,0,1,3.909439,0.078559,0.078559,0,1,9768.142578,168.008224,168.008224,0,1,14.522787,0.291142,0.291142,0,1,1032.209717,,,,,1445.645264,,,,,11.8997,0.006,0.006,0,1,506.965,12.872,12.872,0,1,6096,,,0,1,4.21513,,,0,1,1.44,,,0,1,3/8/2019 14:44,12/17/2019 10:00
1510,490.01,490,455135327,455135327,1,KP,08h15m47.96s,123.949843,,,+05d50m12.72s,5.836867,,,-17.516,0.081,0.081,0,1,23.782,0.058,0.058,0,1,2458491.916,0.000266,0.000266,0,1,2.810577,0.000057,0.000057,0,1,2.206894,0.016816,0.016816,0,1,10758.74512,83.446449,83.446449,0,1,14.383886,0.081052,0.081052,0,1,1199.137085,,,,,1500.848877,,,,,9.93908,0.006,0.006,0,1,213.985,2.195,2.195,0,1,6304,,,0,1,4.35913,,,0,1,1.22,,,0,1,3/8/2019 14:44,12/17/2019 10:00
1511,491.01,491,468987719,468987719,1,KP,08h35m42.17s,128.925689,,,+10d12m23.71s,10.206587,,,-9.051,0.046,0.046,0,1,-13.686,0.032,0.032,0,1,2458493.547,0.001036,0.001036,0,1,3.333395,0.000286,0.000286,0,1,3.154608,0.092968,0.092968,0,1,15273.25391,345.08374,345.08374,0,1,13.689915,0.39006,0.39006,0,1,557.819031,,,,,1239.490112,,,,,12.7656,0.007,0.007,0,1,528.825,7.483,7.483,0,1,5645,,,0,1,4.37683,,,0,1,1.1,,,0,1,3/8/2019 14:44,12/17/2019 10:00
1512,492.01,492,17746821,17746821.01,1,KP,07h52m15.23s,118.063438,,,+12d08m21.65s,12.139347,,,6.736,0.094,0.094,0,1,-12.125,0.049,0.049,0,1,2458493.169,0.001231,0.001231,0,1,3.122001,0.000285,0.000285,0,1,3.813578,0.079483,0.079483,0,1,6754.432617,132.669937,132.669937,0,1,15.118677,0.233066,0.233066,0,1,1961.78833,,,,,1697.394531,,,,,11.3155,0.006,0.006,0,1,515.458,16.1965,16.1965,0,1,6280,,,0,1,4.08133,,,0,1,1.7,,,0,1,3/8/2019 14:44,12/17/2019 10:00
1513,493.01,493,19025965,19025965.01,1,,07h58m30.65s,119.627721,,,+12d52m59.74s,12.88326,,,-49.092,0.071,0.071,0,1,-45.465,0.044,0.044,0,1,2458493.318,0.002594,0.002594,0,1,5.947773,0.001378,0.001378,0,1,2.11695,0.443768,0.443768,0,1,2996.516846,272.206268,272.206268,0,1,3.839712,2.370027,2.370027,0,1,52.631889,,,,,686.960876,,,,,11.4479,0.006,0.006,0,1,107.355,0.467,0.467,0,1,4383,174,174,0,1,4.56546,0.238209,0.238209,0,1,0.715231,0.073857,0.073857,0,1,3/8/2019 14:44,12/19/2019 12:00
1514,494.01,494,19519368,19519368.01,1,,08h18m46.9s,124.695407,,,-06d47m09.32s,-6.785921,,,-109.727,0.067,0.067,0,1,-16.829,0.052,0.052,0,1,2458493.296,0.003535,0.003535,0,1,1.701876,0.000465,0.000465,0,1,1.837945,0.449351,0.449351,0,1,447.047852,51.630692,51.630692,0,1,2.329152,3.778988,3.778988,0,1,529.648132,,,,,1223.535645,,,,,10.0854,0.006,0.006,0,1,89.9559,0.375,0.375,0,1,4985,114,114,0,1,4.67,0.16,0.16,0,1,1.0987,0.221968,0.221968,0,1,3/8/2019 14:44,12/17/2019 10:00
1515,495.01,495,22529346,22529346.01,1,KP,07h10m24.06s,107.600231,,,-39d05m50.17s,-39.09727,,,-3.848,0.04,0.04,0,1,25.607,0.042,0.042,0,1,2458491.999,0.000125,0.000125,0,1,1.274931,0.000012,0.000012,0,1,2.916478,0.009414,0.009414,0,1,17386.8418,70.916618,70.916618,0,1,19.672785,0.060382,0.060382,0,1,5130.806641,,,,,2158.570068,,,,,10.056,0.006,0.006,0,1,269.898,1.571,1.571,0,1,6459,,,0,1,4.24006,,,0,1,1.46,,,0,1,3/8/2019 14:44,12/17/2019 10:00
1516,496.01,496,88977253,88977253.01,1,FP,08h12m23.44s,123.097668,,,-05d46m07.17s,-5.768659,,,-1.076,0.078,0.078,0,1,0.83,0.052,0.052,0,1,2458492.708,0.000567,0.000567,0,1,2.767691,0.000112,0.000112,0,1,1.876437,0.042975,0.042975,0,1,22690.26367,564.17865,564.17865,0,1,28.980984,14.55595,14.55595,0,1,2360.100098,,,,,1777.674927,,,,,12.33,0.007,0.007,0,1,791.384,29.483,29.483,0,1,6717.029785,158.020004,158.020004,0,1,4.2,0.05,0.05,0,1,1.54739,0.746179,0.746179,0,1,3/8/2019 14:44,12/17/2019 10:00
1517,497.01,497,108645766,108645766,1,FP,07h29m47.14s,112.446414,,,-28d29m02.1s,-28.483916,,,207.907,0.067,0.067,0,1,-171.569,0.09,0.09,0,1,2458492.914,0.006628,0.006628,0,1,2.974175,0.001636,0.001636,0,1,3.031634,0.343247,0.343247,0,1,11707.25684,1687.354126,1687.354126,0,1,3.756355,0.897648,0.897648,0,1,13.86784,,,,,492.177734,,,,,13.2312,0.007,0.007,0,1,56.336,0.1543,0.1543,0,1,3333,102,102,0,1,4.94824,0.506965,0.506965,0,1,0.302,0.065,0.065,0,1,3/8/2019 14:44,12/17/2019 10:00
1518,498.01,498,121338379,121338379,1,FP,08h36m21.79s,129.090789,,,-03d51m36.73s,-3.860202,,,-22.854,0.066,0.066,0,1,4.87,0.058,0.058,0,1,2458491.892,0.000553,0.000553,0,1,0.275043,0.000012,0.000012,0,1,0.7559,0.060879,0.060879,0,1,995.218201,63.576267,63.576267,0,1,6.841338,9.718639,9.718639,0,1,30791.4707,,,,,3378.526611,,,,,9.58094,0.006,0.006,0,1,188.364,1.443,1.443,0,1,6218,195,195,0,1,4.26662,2.00625,2.00625,0,1,1.33412,1.33412,1.33412,0,1,3/8/2019 14:44,12/17/2019 10:00
1519,499.01,499,123702439,123702439,1,,07h42m33.29s,115.638695,,,-43d33m12.58s,-43.553495,,,-25.701,0.046,0.046,0,1,80.905,0.054,0.054,0,1,2458500.107,0.001567,0.001567,0,1,8.521168,0.002075,0.002075,0,1,2.766093,0.427255,0.427255,0,1,1515.222656,107.120239,107.120239,0,1,4.06389,1.581654,1.581654,0,1,171.555054,,,,,923.040222,,,,,10.1374,0.006,0.006,0,1,158.659,0.7455,0.7455,0,1,5997,192,192,0,1,4.45722,0.328186,0.328186,0,1,1.02891,0.156669,0.156669,0,1,3/8/2019 14:44,12/17/2019 10:00
1520,500.01,500,134200185,134200185,1,,07h06m14.18s,106.559098,,,-47d35m16.14s,-47.587816,,,135.798,0.04,0.04,0,1,-146.251,0.037,0.037,0,1,2458491.962,0.002838,0.002838,0,1,0.548213,0.000119,0.000119,0,1,1.077637,0.204236,0.204236,0,1,230.89679,34.000359,34.000359,0,1,1.582659,0.305716,0.305716,0,1,1762.49231,,,,,1652.538452,,,,,9.4022,0.006,0.006,0,1,47.3924,0.0473,0.0473,0,1,4590,176,176,0,1,4.50961,0.324858,0.324858,0,1,0.784845,0.118543,0.118543,0,1,3/8/2019 14:44,12/17/2019 10:00
1521,501.01,501,134537478,134537478,1,KP,07h13m12.34s,108.301409,,,-42d24m35.14s,-42.409762,,,-11.287,0.041,0.041,0,1,-1.855,0.042,0.042,0,1,2458493.272,0.000263,0.000263,0,1,1.710026,0.000034,0.000034,0,1,2.199119,0.015975,0.015975,0,1,11615.42773,77.656326,77.656326,0,1,18.494459,0.096149,0.096149,0,1,2447.264893,,,,,1793.865967,,,,,10.3887,0.006,0.006,0,1,250.121,1.539,1.539,0,1,5720,,,0,1,4.16816,,,0,1,1.52,,,0,1,3/8/2019 14:44,12/17/2019 10:00
1522,502.01,502,172193428,172193428,1,,06h34m07.67s,98.53195,,,-28d24m15s,-28.404168,,,-12.389,0.068,0.068,0,1,16.52,0.084,0.084,0,1,2458493.776,0.001612,0.001612,0,1,2.941821,0.000381,0.000381,0,1,1.543592,0.093928,0.093928,0,1,2206.013184,280.139282,280.139282,0,1,7.997172,1.521215,1.521215,0,1,311.045013,,,,,1169,,,,,10.3773,0.006,0.006,0,1,215.387,2.802,2.802,0,1,5642,188,188,0,1,4.16735,0.325713,0.325713,0,1,1.36666,0.206991,0.206991,0,1,3/8/2019 14:44,12/17/2019 10:00
1523,503.01,503,186812530,186812530,1,PC,08h17m16.89s,124.320365,,,+12d36m04.76s,12.601322,,,-9.336,0.095,0.095,0,1,-9.945,0.053,0.053,0,1,2458492.053,0.000563,0.000563,0,1,3.677469,0.000158,0.000158,0,1,1.835655,0.044764,0.044764,0,1,3648.05542,124.475601,124.475601,0,1,12.699243,3.160989,3.160989,0,1,2824.099854,,,,,1859.258423,,,,,9.19813,0.006,0.006,0,1,255.416,3.8885,3.8885,0,1,7887,218,218,0,1,4.28126,0.47567,0.47567,0,1,1.64528,0.35241,0.35241,0,1,3/8/2019 14:44,12/19/2019 12:00
1524,504.01,504,219164808,219164808,1,,06h03m05.78s,90.77407,,,-52d05m03.52s,-52.084311,,,-8.962,0.062,0.062,0,1,11.404,0.065,0.065,0,1,2458491.724,0.000758,0.000758,0,1,1.677303,0.000092,0.000092,0,1,2.622396,0.057958,0.057958,0,1,3282.254883,57.719292,57.719292,0,1,15.498154,14.893731,14.893731,0,1,5619.255371,,,,,2208.205322,,,,,9.6646,0.006,0.006,0,1,425.719,5.639,5.639,0,1,6915,204,204,0,1,4.17618,1.79143,1.79143,0,1,1.66041,1.47426,1.47426,0,1,3/8/2019 14:44,12/17/2019 10:00
1525,505.01,505,268644785,268644785,1,KP,07h49m39.59s,117.414976,,,-52d07m13.61s,-52.120447,,,-4.516,0.041,0.041,0,1,-2.283,0.039,0.039,0,1,2458494.135,0.000429,0.000429,0,1,3.329371,0.000118,0.000118,0,1,4.049481,0.035538,0.035538,0,1,11042.78613,96.789505,96.789505,0,1,15.876782,0.138143,0.138143,0,1,1196.562744,,,,,1500.042725,,,,,10.6815,0.006,0.006,0,1,324.683,2.4605,2.4605,0,1,6003,,,0,1,4.16979,,,0,1,1.48,,,0,1,3/8/2019 14:44,12/17/2019 10:00
1526,506.01,506,274138511,274138511,1,FP,07h46m44.88s,116.68702,,,+06d26m44.05s,6.445569,,,-7.001,0.067,0.067,0,1,-30.304,0.037,0.037,0,1,2458492.5,0.003381,0.003381,0,1,2.774207,0.000722,0.000722,0,1,2.393565,0.531679,0.531679,0,1,693.389893,66.471954,66.471954,0,1,2.582442,3.122172,3.122172,0,1,444.231018,,,,,1170.905884,,,,,10.4215,0.006,0.006,0,1,267.292,2.665,2.665,0,1,5280,183,183,0,1,4.44454,2.00384,2.00384,0,1,0.945062,0.945062,0.945062,0,1,3/8/2019 14:44,12/17/2019 10:00
1527,507.01,507,348538431,348538431,1,,08h06m31.1s,121.629579,,,-15d45m52.88s,-15.76469,,,47.801,0.077,0.077,0,1,-15.298,0.058,0.058,0,1,2458492.097,0.000239,0.000239,0,1,0.899485,0.000016,0.000016,0,1,1.196347,0.0193,0.0193,0,1,68222.53906,1121.631714,1121.631714,0,1,9.812343,2.201844,2.201844,0,1,69.169418,,,,,735.526428,,,,,13.2304,0.007,0.007,0,1,110.884,0.6935,0.6935,0,1,3338,64,64,0,1,4.9469,0.402157,0.402157,0,1,0.304,0.052,0.052,0,1,3/8/2019 14:44,3/27/2020 12:00
1528,508.01,508,425206121,425206121,1,KP,07h26m02.29s,111.509529,,,+07d36m56.79s,7.615776,,,-2.85,0.09,0.09,0,1,-1.371,0.08,0.08,0,1,2458494.135,0.000307,0.000307,0,1,4.611884,0.000121,0.000121,0,1,4.202993,0.025055,0.025055,0,1,10364.05078,71.508949,71.508949,0,1,19.339359,15.55616,15.55616,0,1,2078.587646,,,,,1722.11377,,,,,9.654,0.006,0.006,0,1,300.276,4.614,4.614,0,1,7346,210,210,0,1,4.14208,1.62475,1.62475,0,1,1.81642,1.46106,1.46106,0,1,3/8/2019 14:44,12/17/2019 10:00
1529,509.01,509,453211454,453211454,1,,07h51m41.91s,117.924642,,,+09d23m06.87s,9.385241,,,-78.797,0.079,0.079,0,1,-188.706,0.043,0.043,0,1,2458494.446,0.001498,0.001498,0,1,18.119808,0.002151,0.002151,0,1,3.669772,0.189904,0.189904,0,1,891.412842,42.654499,42.654499,0,1,3.073257,0.499603,0.499603,0,1,46.819523,,,,,667.154602,,,,,7.9259,0.006,0.006,0,1,48.9739,0.1055,0.1055,0,1,5560.259766,43.350899,43.350899,0,1,4.438,,,0,1,0.996346,0.089708,0.089708,0,1,3/8/2019 14:44,12/19/2019 12:00
1530,510.01,510,238086647,238086647,1,,06h59m50.16s,104.95898,,,-49d30m26.93s,-49.50748,,,103.222,0.045,0.045,0,1,-69.867,0.047,0.047,0,1,2458492.578,0.001521,0.001521,0,1,1.352479,0.000156,0.000156,0,1,0.561656,0.151217,0.151217,0,1,329.981323,44.062145,44.062145,0,1,2.809534,2.816144,2.816144,0,1,4001.156494,,,,,2028.458496,,,,,8.4633,0.006,0.006,0,1,93.0994,0.1949,0.1949,0,1,5915,191,191,0,1,4.1283,0.268589,0.268589,0,1,1.48283,0.177962,0.177962,0,1,3/18/2019 17:05,12/17/2019 10:00
1531,511.01,511,440777904,440777904,1,KP,07h15m18.03s,108.825117,,,+14d15m45.38s,14.262606,,,8.152,0.077,0.077,0,1,-1.716,0.063,0.063,0,1,2458491.696,0.00066,0.00066,0,1,3.355138,0.000152,0.000152,0,1,3.657982,0.046856,0.046856,0,1,10765.36816,131.629837,131.629837,0,1,13.988914,0.173052,0.173052,0,1,1190.061035,,,,,1498.000854,,,,,11.3072,0.007,0.007,0,1,415.344,6.5355,6.5355,0,1,6373,,,0,1,4.27283,,,0,1,1.32,,,0,1,3/18/2019 17:05,12/17/2019 10:00
