tid,harmonic,sector,period,zeta,deltchi2,kurtosis,duration,tau0,depth
374859582,4.0,13,5.22022,38324.9,83690.7,23.2134,0.03915164999999999,1655.2276762222166,0.085311204
376985426,5.0,13,0.707304,3689.38,21833.2,6.13424,0.021502041599999973,1654.2732849603196,0.139447
378885645,1.0,11,4.22508,5264.47,389.983,58.2801,0.050700959999999996,1603.6275106564894,0.0020366907
379783522,2.0,11,4.89986,42382.5,19180.6,41.4363,0.03919888,1600.0547358505783,0.0011710525
380117288,3.0,10,4.25335,35205.0,139367.0,32.4344,0.042533499999999995,1569.7737243965303,0.021033138
380127556,13.0,10,2.93206,6366.35,192771.0,4.87684,0.035635806153846185,1572.4977437582988,0.012790471
380645083,1.0,13,4.38946,19946.1,1951.83,86.1588,0.05267351999999999,1658.9567087573494,0.0016168952
380659334,2.0,13,0.698867,3833.71,108395.0,4.12354,0.03983541899999997,1654.5211892130417,0.006377429
381559060,11.0,13,4.96894,19596.6,1.33e6,14.1912,0.03342741454545454,1657.9393379401831,0.020784467
381854774,3.0,1,4.93428,3450.21,777.736,22.1508,0.04605327999999999,1327.4730538837869,0.0029841363
381857817,2.0,1,1.40477,20968.7,1.2e7,15.3667,0.047762179999999994,1325.3491997395274,0.18339148
381948745,5.0,12,7.97682,6029.54,4787.58,13.7222,0.04147946399999999,1632.3876768892194,0.00362733
381950094,8.0,2,3.41737,7016.21,1.66e6,4.74659,0.03417370000000002,1355.5115387239232,0.016075552
382069435,2.0,5,5.49152,6298.45,1038.56,32.7619,0.032949120000000005,1442.433737538793,0.001376003
382266319,11.0,12,3.7875,5342.83,2.37e6,4.39836,0.03994090909090909,1628.274321806995,0.09143427
382425148,10.0,2,3.65114,6128.08,545147.0,4.78314,0.03870208399999998,1357.2648079636065,0.040762097
382455766,1.0,2,0.709193,3793.26,4271.51,9.31987,0.06382737000000002,1354.5201882042534,0.00050127506
382517745,1.0,8,10.4406,100560.0,485.817,182.027,0.0626436,1519.6888947537516,0.010990769
383554625,3.0,13,1.7135,30861.1,504691.0,20.016,0.03883933333333333,1655.339536942832,0.017317206
384031569,1.0,8,10.5561,26191.1,6290.37,221.611,0.1477854,1524.708783997598,0.017987907
384742846,1.0,13,6.35689,9341.39,643.277,61.0544,0.0635689,1656.0611396264987,0.0016373843
386166904,1.0,9,12.3465,3741.61,323.0,79.3754,0.098772,1545.5156119125252,0.0039878786
386262459,1.0,8,2.66723,27971.2,2002.32,80.5695,0.05867906,1519.9579040136994,0.003415078
386431674,1.0,8,8.74113,18679.8,9491.72,196.443,0.0874113,1520.4676611080465,0.027331501
387107961,3.0,13,8.14338,40751.4,37244.1,52.9137,0.05971812000000001,1657.6405601592137,0.014079034
387463207,4.0,4,0.759855,6489.45,9.64e6,5.63758,0.03343361999999995,1411.4164005875675,0.06908032
387513384,9.0,4,2.67702,3600.16,1.29e6,4.21953,0.03450381333333331,1412.2747546403045,0.08626133
387544749,2.0,4,5.63712,35573.0,35537.5,61.2354,0.03945984000000001,1414.5706352078098,0.028190136
387586260,5.0,4,4.40265,21382.1,22983.7,11.8011,0.036982260000000024,1413.2691435037527,0.005891174
388086679,1.0,7,5.5922,53248.9,15139.8,120.197,0.0447376,1492.660590705353,0.0040222406
388129029,7.0,13,2.08105,4164.26,246085.0,4.03461,0.03567514285714289,1655.394889609072,0.062243223
388179896,12.0,13,3.71807,7800.85,1.69e7,4.78486,0.03408230833333328,1657.5864417723283,0.1577186
389476160,7.0,1,5.70042,33094.9,547579.0,27.7862,0.035831211428571444,1330.661994442066,0.068600625
389658055,7.0,1,2.29838,5632.32,1.87e6,4.56868,0.034147359999999995,1327.3351172018752,0.06189394
389726435,3.0,1,6.25807,54105.5,29141.0,61.3541,0.06258069999999999,1325.7179566738805,0.003562659
389754101,2.0,2,7.60677,54108.2,55940.5,76.5382,0.03803385,1361.0426220703537,0.006857276
390596947,23.0,12,3.65662,2663.13,474918.0,3.73076,0.04069977043478266,1628.392967142103,0.0166893
390996644,4.0,13,7.6781,34268.4,224862.0,28.0085,0.038390499999999994,1660.2470973203724,0.032265604
391927558,9.0,10,4.88599,29042.3,79988.9,13.2235,0.03365904222222224,1574.8316127764824,0.062250376
393420032,12.0,9,1.99579,5117.07,240049.0,5.27154,0.03426106166666663,1546.0579887792376,0.0099083185
393491149,8.0,13,4.43505,19437.6,21937.6,11.3619,0.03437163749999999,1657.2501280760298,0.031440675
393943031,3.0,2,1.34946,9312.33,149526.0,5.74268,0.04138344,1354.3727301263145,0.008541107
393978805,8.0,1,3.37436,7044.33,1.24e6,5.17054,0.03711795999999996,1327.4407836755126,0.025394678
394006752,14.0,1,6.36856,30162.6,9.39e6,11.9903,0.03457218285714283,1331.67541553657,0.17114022
394230860,1.0,1,11.166,13245.7,684.805,127.532,0.066996,1326.8056913031207,0.0022478253
394452884,12.0,12,3.63172,6197.62,7.4e6,4.43764,0.038133060000000024,1628.423328607895,0.034609497
394585218,2.0,1,7.9291,24822.1,1468.18,93.8959,0.0475746,1327.1334694790587,0.005037278
394657952,3.0,12,2.61703,5944.23,1771.68,20.244,0.04012779333333336,1625.769349592142,0.002799809
394699148,4.0,5,5.97872,7793.75,1.0e6,4.90092,0.01195744,1439.1578488792225,2.2888184e-5
396004353,8.0,12,1.05219,22841.9,344809.0,11.7239,0.04445502750000004,1625.1963434822953,0.5552432
396215041,2.0,13,5.6616,52890.6,118846.0,65.1072,0.04529280000000001,1656.9940137341473,0.021236777
396655059,1.0,12,7.97815,23004.6,1179.79,100.276,0.0638252,1626.9350298845488,0.0043340325
396903513,4.0,13,6.33785,24519.4,1.01e6,49.8203,0.03802710000000001,1658.4972669899953,0.0069459677
396934949,10.0,5,1.8871,6363.33,17434.3,6.15239,0.03321296000000001,1439.720429033359,0.016833782
396953669,18.0,5,5.98969,4300.71,7562.5,6.55477,0.033276055555555566,1439.3231813714137,0.001751095
397048159,3.0,5,4.81726,41627.3,27980.7,45.4207,0.04174958666666667,1438.5199341258435,0.0151767135
398673007,8.0,3,4.34578,13183.9,1.01e6,7.98687,0.034766239999999976,1389.9151373136403,0.033147156
398850090,1.0,10,13.1823,15263.8,11781.4,149.091,0.15818759999999998,1579.0238471093762,0.025411874
398985393,13.0,10,2.85681,5593.99,171243.0,4.77816,0.03428172,1573.444162174216,0.010040432
399253092,2.0,10,8.72076,8607.82,1675.89,51.3337,0.06976608000000001,1570.8235672297249,0.004303783
399423563,2.0,11,1.76834,13825.2,17979.6,11.3142,0.03713514,1601.352130821942,0.0018719137
399814051,7.0,5,3.85822,35431.6,404510.0,21.5881,0.03417280571428571,1441.1230345847646,0.087939054
